"sector","transect","subunit","observer1","observer2","S1","S2","B","grp.size","subunit.area"
"Piratuba_Noroeste","tf2","t7",0,0,0,0,0,0,0.4914
"Piratuba_Noroeste","tf2","t8",0,0,0,0,0,0,0.4791
"Piratuba_Noroeste","tf2","t9",0,0,0,0,0,0,0.4812
"Piratuba_Noroeste","tf3","t1",0,0,0,0,0,0,0.3834
"Piratuba_Noroeste","tf3","t10",0,0,0,0,0,0,0.4041
"Piratuba_Noroeste","tf3","t11",0,0,0,0,0,0,0.4281
"Piratuba_Noroeste","tf3","t12",0,0,0,0,0,0,0.4218
"Piratuba_Noroeste","tf3","t13",0,0,0,0,0,0,0.4164
"Piratuba_Noroeste","tf3","t14",0,0,0,0,0,0,0.408
"Piratuba_Noroeste","tf3","t15",0,0,0,0,0,0,0.4104
"Piratuba_Noroeste","tf3","t16",0,0,0,0,0,0,0.405
"Piratuba_Noroeste","tf3","t2",0,0,0,0,0,0,0.4494
"Piratuba_Noroeste","tf3","t3",0,0,0,0,0,0,0.4308
"Piratuba_Noroeste","tf3","t4",0,0,0,0,0,0,0.4365
"Piratuba_Noroeste","tf3","t5",0,0,0,0,0,0,0.4296
"Piratuba_Noroeste","tf3","t6",0,0,0,0,0,0,0.4287
"Piratuba_Noroeste","tf3","t7",0,0,0,0,0,0,0.408
"Piratuba_Noroeste","tf3","t8",0,1,0,1,0,1,0.4101
"Piratuba_Noroeste","tf3","t9",0,0,0,0,0,0,0.4032
"Piratuba_Noroeste","tf4","t1",0,1,0,1,0,1,0.48
"Piratuba_Noroeste","tf4","t10",0,0,0,0,0,0,0.4776
"Piratuba_Noroeste","tf4","t11",0,0,0,0,0,0,0.4785
"Piratuba_Noroeste","tf4","t12",0,0,0,0,0,0,0.4668
"Piratuba_Noroeste","tf4","t13",0,0,0,0,0,0,0.4461
"Piratuba_Noroeste","tf4","t14",0,0,0,0,0,0,0.462
"Piratuba_Noroeste","tf4","t2",0,0,0,0,0,0,0.4812
"Piratuba_Noroeste","tf4","t3",0,0,0,0,0,0,0.4881
"Piratuba_Noroeste","tf4","t4",0,0,0,0,0,0,0.477
"Piratuba_Noroeste","tf4","t5",0,0,0,0,0,0,0.4584
"Piratuba_Noroeste","tf4","t6",0,0,0,0,0,0,0.4641
"Piratuba_Noroeste","tf4","t7",0,0,0,0,0,0,0.4671
"Piratuba_Noroeste","tf4","t8",0,0,0,0,0,0,0.4722
"Piratuba_Noroeste","tf4","t9",0,0,0,0,0,0,0.468
"Piratuba_Noroeste","tf5","t1",0,0,0,0,0,0,0.405
"Piratuba_Noroeste","tf5","t10",0,0,0,0,0,0,0.4269
"Piratuba_Noroeste","tf5","t11",0,0,0,0,0,0,0.4266
"Piratuba_Noroeste","tf5","t12",0,0,0,0,0,0,0.4206
"Piratuba_Noroeste","tf5","t13",0,0,0,0,0,0,0.4341
"Piratuba_Noroeste","tf5","t15",0,0,0,0,0,0,0.4233
"Piratuba_Noroeste","tf5","t16",0,0,0,0,0,0,0.4026
"Piratuba_Noroeste","tf5","t17",0,0,0,0,0,0,0.4032
"Piratuba_Noroeste","tf5","t2",0,0,0,0,0,0,0.4383
"Piratuba_Noroeste","tf5","t3",0,0,0,0,0,0,0.4287
"Piratuba_Noroeste","tf5","t4",0,0,0,0,0,0,0.4284
"Piratuba_Noroeste","tf5","t5",0,0,0,0,0,0,0.4152
"Piratuba_Noroeste","tf5","t6",0,0,0,0,0,0,0.4191
"Piratuba_Noroeste","tf5","t7",0,0,0,0,0,0,0.4302
"Piratuba_Noroeste","tf5","t8",0,0,0,0,0,0,0.4215
"Piratuba_Noroeste","tf5","t9",0,0,0,0,0,0,0.4179
"Piratuba_Noroeste","tf6","t1",0,0,0,0,0,0,0.3543
"Piratuba_Noroeste","tf6","t10",0,0,0,0,0,0,0.4818
"Piratuba_Noroeste","tf6","t11",0,0,0,0,0,0,0.4827
"Piratuba_Noroeste","tf6","t12",0,0,0,0,0,0,0.4725
"Piratuba_Noroeste","tf6","t13",0,0,0,0,0,0,0.4632
"Piratuba_Noroeste","tf6","t14",0,0,0,0,0,0,0.474
"Piratuba_Noroeste","tf6","t15",0,0,0,0,0,0,0.4779
"Piratuba_Noroeste","tf6","t2",0,0,0,0,0,0,0.477
"Piratuba_Noroeste","tf6","t3",0,0,0,0,0,0,0.4776
"Piratuba_Noroeste","tf6","t4",0,0,0,0,0,0,0.48
"Piratuba_Noroeste","tf6","t5",0,0,0,0,0,0,0.4728
"Piratuba_Noroeste","tf6","t6",0,0,0,0,0,0,0.4767
"Piratuba_Noroeste","tf6","t7",0,0,0,0,0,0,0.474
"Piratuba_Noroeste","tf6","t8",0,0,0,0,0,0,0.4707
"Piratuba_Noroeste","tf6","t9",0,0,0,0,0,0,0.4746
"Piratuba_Noroeste","tf7","t1",0,0,0,0,0,0,0.4278
"Piratuba_Noroeste","tf7","t10",0,0,0,0,0,0,0.4383
"Piratuba_Noroeste","tf7","t11",0,0,0,0,0,0,0.4341
"Piratuba_Noroeste","tf7","t12",0,0,0,0,0,0,0.4374
"Piratuba_Noroeste","tf7","t13",0,0,0,0,0,0,0.4338
"Piratuba_Noroeste","tf7","t14",0,0,0,0,0,0,0.4536
"Piratuba_Noroeste","tf7","t15",0,0,0,0,0,0,0.4545
"Piratuba_Noroeste","tf7","t16",0,0,0,0,0,0,0.441
"Piratuba_Noroeste","tf7","t2",0,0,0,0,0,0,0.4473
"Piratuba_Noroeste","tf7","t3",0,0,0,0,0,0,0.4485
"Piratuba_Noroeste","tf7","t4",0,0,0,0,0,0,0.4407
"Piratuba_Noroeste","tf7","t5",0,0,0,0,0,0,0.4404
"Piratuba_Noroeste","tf7","t6",0,0,0,0,0,0,0.4437
"Piratuba_Noroeste","tf7","t7",0,0,0,0,0,0,0.4434
"Piratuba_Noroeste","tf7","t8",0,0,0,0,0,0,0.4464
"Piratuba_Noroeste","tf7","t9",0,0,0,0,0,0,0.4428
"Piratuba_Noroeste","tf8","t1",0,0,0,0,0,0,0.5004
"Piratuba_Noroeste","tf8","t10",0,0,0,0,0,0,0.48
"Piratuba_central","tf8","t11",0,0,0,0,0,0,0.4848
"Piratuba_central","tf8","t12",0,0,0,0,0,0,0.4734
"Piratuba_central","tf8","t13",0,0,0,0,0,0,0.4707
"Piratuba_central","tf8","t14",0,0,0,0,0,0,0.4632
"Piratuba_central","tf8","t15",0,0,0,0,0,0,0.4731
"Piratuba_Noroeste","tf8","t2",0,0,0,0,0,0,0.4713
"Piratuba_Noroeste","tf8","t3",0,0,0,0,0,0,0.483
"Piratuba_Noroeste","tf8","t4",0,0,0,0,0,0,0.4698
"Piratuba_Noroeste","tf8","t5",0,0,0,0,0,0,0.4617
"Piratuba_Noroeste","tf8","t6",0,0,0,0,0,0,0.4707
"Piratuba_Noroeste","tf8","t7",0,0,0,0,0,0,0.4758
"Piratuba_Noroeste","tf8","t8",0,0,0,0,0,0,0.4659
"Piratuba_Noroeste","tf8","t9",0,0,0,0,0,0,0.4701
"Piratuba_central","tz1","t1",0,0,0,0,0,0,0.453197765363129
"Piratuba_Noroeste","tz1","t10",0,0,0,0,0,0,0.4134
"Piratuba_Noroeste","tz1","t11",0,0,0,0,0,0,0.4146
"Piratuba_Noroeste","tz1","t12",0,0,0,0,0,0,0.4077
"Piratuba_Noroeste","tz1","t13",0,0,0,0,0,0,0.4167
"Piratuba_Noroeste","tz1","t14",0,0,0,0,0,0,0.4233
"Piratuba_Noroeste","tz1","t15",0,0,0,0,0,0,0.4131
"Piratuba_Noroeste","tz1","t16",0,0,0,0,0,0,0.4137
"Piratuba_Noroeste","tz1","t17",0,0,0,0,0,0,0.4074
"Piratuba_Noroeste","tz1","t18",0,0,0,0,0,0,0.4191
"Piratuba_Noroeste","tz1","t19",0,0,0,0,0,0,0.4122
"Piratuba_central","tz1","t2",0,0,0,0,0,0,0.3948
"Piratuba_Noroeste","tz1","t20",0,0,0,0,0,0,0.4056
"Piratuba_Noroeste","tz1","t21",0,0,0,0,0,0,0.4233
"Piratuba_Noroeste","tz1","t22",0,0,0,0,0,0,0.4068
"Piratuba_Noroeste","tz1","t23",0,0,0,0,0,0,0.3885
"Piratuba_Noroeste","tz1","t24",0,0,0,0,0,0,0.3861
"Piratuba_Noroeste","tz1","t25",0,0,0,0,0,0,0.4194
"Piratuba_Noroeste","tz1","t26",0,0,0,0,0,0,0.4131
"Piratuba_central","tz1","t3",0,0,0,0,0,0,0.4122
"Piratuba_central","tz1","t4",0,0,0,0,0,0,0.3909
"Piratuba_central","tz1","t5",0,0,0,0,0,0,0.3948
"Piratuba_Noroeste","tz1","t6",0,0,0,0,0,0,0.4134
"Piratuba_Noroeste","tz1","t7",0,0,0,0,0,0,0.4047
"Piratuba_Noroeste","tz1","t8",0,0,0,0,0,0,0.3867
"Piratuba_Noroeste","tz1","t9",0,0,0,0,0,0,0.3948
"Piratuba_Noroeste","tz2","t1",0,0,0,0,0,0,0.5046
"Piratuba_Noroeste","tz2","t10",0,0,0,0,0,0,0.4698
"Piratuba_Noroeste","tz2","t11",0,0,0,0,0,0,0.4809
"Piratuba_Noroeste","tz2","t12",0,0,0,0,0,0,0.495
"Piratuba_Noroeste","tz2","t13",0,0,0,0,0,0,0.4836
"Piratuba_Noroeste","tz2","t14",0,0,0,0,0,0,0.4878
"Piratuba_Noroeste","tz2","t15",0,0,0,0,0,0,0.4857
"Piratuba_Noroeste","tz2","t16",0,0,0,0,0,0,0.4779
"Piratuba_Noroeste","tz2","t17",0,0,0,0,0,0,0.4722
"Piratuba_Noroeste","tz2","t18",0,0,0,0,0,0,0.4704
"Piratuba_Noroeste","tz2","t19",0,0,0,0,0,0,0.4896
"Piratuba_Noroeste","tz2","t2",0,0,0,0,0,0,0.4902
"Piratuba_central","tz2","t20",0,0,0,0,0,0,0.4728
"Piratuba_central","tz2","t21",0,0,0,0,0,0,0.4668
"Piratuba_central","tz2","t22",0,0,0,0,0,0,0.4851
"Piratuba_Noroeste","tz2","t3",0,0,0,0,0,0,0.4659
"Piratuba_Noroeste","tz2","t4",0,0,0,0,0,0,0.4596
"Piratuba_Noroeste","tz2","t5",0,0,0,0,0,0,0.4875
"Piratuba_Noroeste","tz2","t6",0,0,0,0,0,0,0.4881
"Piratuba_Noroeste","tz2","t7",0,0,0,0,0,0,0.4836
"Piratuba_Noroeste","tz2","t8",0,0,0,0,0,0,0.4806
"Piratuba_Noroeste","tz2","t9",0,0,0,0,0,0,0.4731
"Piratuba_central","tz3","t1",0,0,0,0,0,0,0.4212
"Piratuba_Noroeste","tz3","t10",0,0,0,0,0,0,0.4173
"Piratuba_Noroeste","tz3","t11",0,0,0,0,0,0,0.4125
"Piratuba_Noroeste","tz3","t12",0,0,0,0,0,0,0.414
"Piratuba_Noroeste","tz3","t13",0,0,0,0,0,0,0.4197
"Piratuba_Noroeste","tz3","t14",0,0,0,0,0,0,0.417
"Piratuba_Noroeste","tz3","t15",0,0,0,0,0,0,0.4023
"Piratuba_Noroeste","tz3","t16",0,0,0,0,0,0,0.4251
"Piratuba_Noroeste","tz3","t17",0,0,0,0,0,0,0.4356
"Piratuba_Noroeste","tz3","t18",0,0,0,0,0,0,0.4212
"Piratuba_Noroeste","tz3","t19",0,0,0,0,0,0,0.4233
"Piratuba_central","tz3","t2",0,0,0,0,0,0,0.4404
"Piratuba_Noroeste","tz3","t20",0,0,0,0,0,0,0.4248
"Piratuba_Noroeste","tz3","t21",0,0,0,0,0,0,0.4248
"Piratuba_Noroeste","tz3","t22",0,0,0,0,0,0,0.4062
"Piratuba_Noroeste","tz3","t23",0,0,0,0,0,0,0.4098
"Piratuba_Noroeste","tz3","t24",0,0,0,0,0,0,0.4143
"Piratuba_Noroeste","tz3","t26",0,0,0,0,0,0,0.4071
"Piratuba_Noroeste","tz3","t3",0,0,0,0,0,0,0.4419
"Piratuba_Noroeste","tz3","t4",1,1,0,0,1,1,0.4314
"Piratuba_Noroeste","tz3","t5",0,0,0,0,0,0,0.4272
"Piratuba_Noroeste","tz3","t6",0,0,0,0,0,0,0.4353
"Piratuba_Noroeste","tz3","t7",0,0,0,0,0,0,0.4248
"Piratuba_Noroeste","tz3","t8",0,0,0,0,0,0,0.4161
"Piratuba_Noroeste","tz3","t9",0,0,0,0,0,0,0.4212
"Piratuba_Noroeste","tz4","t1",0,0,0,0,0,0,0.4845
"Piratuba_Noroeste","tz4","t10",0,0,0,0,0,0,0.4791
"Piratuba_Noroeste","tz4","t11",0,0,0,0,0,0,0.4746
"Piratuba_Noroeste","tz4","t12",0,0,0,0,0,0,0.4809
"Piratuba_Noroeste","tz4","t13",0,0,0,0,0,0,0.4968
"Piratuba_Noroeste","tz4","t14",0,0,0,0,0,0,0.4989
"Piratuba_Noroeste","tz4","t15",0,0,0,0,0,0,0.4881
"Piratuba_Noroeste","tz4","t16",0,0,0,0,0,0,0.4701
"Piratuba_Noroeste","tz4","t17",0,0,0,0,0,0,0.4758
"Piratuba_Noroeste","tz4","t18",0,0,0,0,0,0,0.4854
"Piratuba_Noroeste","tz4","t19",0,0,0,0,0,0,0.4776
"Piratuba_Noroeste","tz4","t2",0,0,0,0,0,0,0.498
"Piratuba_Noroeste","tz4","t20",0,0,0,0,0,0,0.4872
"Piratuba_central","tz4","t21",0,0,0,0,0,0,0.4788
"Piratuba_Noroeste","tz4","t3",0,0,0,0,0,0,0.5148
"Piratuba_Noroeste","tz4","t4",0,0,0,0,0,0,0.4923
"Piratuba_Noroeste","tz4","t5",0,0,0,0,0,0,0.4896
"Piratuba_Noroeste","tz4","t6",0,0,0,0,0,0,0.4878
"Piratuba_Noroeste","tz4","t7",0,0,0,0,0,0,0.4851
"Piratuba_Noroeste","tz4","t8",0,0,0,0,0,0,0.4923
"Piratuba_Noroeste","tz4","t9",0,0,0,0,0,0,0.4797
"Piratuba_Noroeste","tz5","t1",0,0,0,0,0,0,0.453197765363129
"Piratuba_Noroeste","tz5","t10",0,0,0,0,0,0,0.4398
"Piratuba_Noroeste","tz5","t11",0,0,0,0,0,0,0.4308
"Piratuba_Noroeste","tz5","t12",0,0,0,0,0,0,0.4335
"Piratuba_Noroeste","tz5","t13",0,0,0,0,0,0,0.4299
"Piratuba_Noroeste","tz5","t14",0,0,0,0,0,0,0.4362
"Piratuba_Noroeste","tz5","t15",0,0,0,0,0,0,0.435
"Piratuba_Noroeste","tz5","t16",0,0,0,0,0,0,0.4356
"Piratuba_Noroeste","tz5","t17",0,0,0,0,0,0,0.4239
"Piratuba_Noroeste","tz5","t18",0,0,0,0,0,0,0.4197
"Piratuba_Noroeste","tz5","t19",0,0,0,0,0,0,0.4185
"Piratuba_Noroeste","tz5","t2",0,0,0,0,0,0,0.4269
"Piratuba_Noroeste","tz5","t20",0,0,0,0,0,0,0.4269
"Piratuba_Noroeste","tz5","t21",0,0,0,0,0,0,0.4332
"Piratuba_Noroeste","tz5","t22",0,0,0,0,0,0,0.4449
"Piratuba_Noroeste","tz5","t23",0,0,0,0,0,0,0.4212
"Piratuba_Noroeste","tz5","t24",0,0,0,0,0,0,0.4146
"Piratuba_Noroeste","tz5","t25",0,0,0,0,0,0,0.4101
"Piratuba_Noroeste","tz5","t3",0,0,0,0,0,0,0.4455
"Piratuba_Noroeste","tz5","t4",0,0,0,0,0,0,0.4476
"Piratuba_Noroeste","tz5","t5",0,0,0,0,0,0,0.4419
"Piratuba_Noroeste","tz5","t6",1,1,0,0,1,1,0.4323
"Piratuba_Noroeste","tz5","t6",1,1,0,0,1,1,0.4311
"Piratuba_Noroeste","tz5","t7",0,0,0,0,0,0,0.4389
"Piratuba_Noroeste","tz5","t8",0,0,0,0,0,0,0.4404
"Piratuba_Noroeste","tz5","t9",0,0,0,0,0,0,0.4455
"Piratuba_Noroeste","tz6","t1",0,0,0,0,0,0,0.4548
"Piratuba_Noroeste","tz6","t10",0,0,0,0,0,0,0.4899
"Piratuba_Noroeste","tz6","t11",0,0,0,0,0,0,0.4854
"Piratuba_Noroeste","tz6","t12",0,0,0,0,0,0,0.486
"Piratuba_Noroeste","tz6","t13",0,0,0,0,0,0,0.4848
"Piratuba_Noroeste","tz6","t14",0,0,0,0,0,0,0.4782
"Piratuba_Noroeste","tz6","t15",0,0,0,0,0,0,0.4896
"Piratuba_Noroeste","tz6","t16",1,0,1,0,0,1,0.4749
"Piratuba_Noroeste","tz6","t17",0,0,0,0,0,0,0.4836
"Piratuba_Noroeste","tz6","t18",0,0,0,0,0,0,0.4821
"Piratuba_Noroeste","tz6","t19",0,0,0,0,0,0,0.4806
"Piratuba_Noroeste","tz6","t2",0,0,0,0,0,0,0.5157
"Piratuba_Noroeste","tz6","t20",0,0,0,0,0,0,0.4821
"Piratuba_Noroeste","tz6","t21",0,0,0,0,0,0,0.4857
"Piratuba_Noroeste","tz6","t22",0,0,0,0,0,0,0.4842
"Piratuba_Noroeste","tz6","t3",0,0,0,0,0,0,0.5058
"Piratuba_Noroeste","tz6","t4",0,1,0,1,0,1,0.4983
"Piratuba_Noroeste","tz6","t5",0,0,0,0,0,0,0.4998
"Piratuba_Noroeste","tz6","t6",0,0,0,0,0,0,0.495
"Piratuba_Noroeste","tz6","t7",0,0,0,0,0,0,0.4845
"Piratuba_Noroeste","tz6","t8",0,0,0,0,0,0,0.492
"Piratuba_Noroeste","tz6","t9",0,0,0,0,0,0,0.492
